Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","7021","Annual value","USD","2281.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","7021","Annual value","USD","2441.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","2953.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","7021","Annual value","USD","3031.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2020","2020","7021","Annual value","USD","1209.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2021","2021","7021","Annual value","USD","1270","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2022","2022","7021","Annual value","USD","1217.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2023","2023","7021","Annual value","USD","1437.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2020","2020","7021","Annual value","USD","1520.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2021","2021","7021","Annual value","USD","1449","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","1635","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","7021","Annual value","USD","2380.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2020","2020","7021","Annual value","USD","2676.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2021","2021","7021","Annual value","USD","2922.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","3913.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2023","2023","7021","Annual value","USD","4446.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2020","2020","7021","Annual value","USD","5092.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2021","2021","7021","Annual value","USD","5934.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2022","2022","7021","Annual value","USD","2591.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","21124","Meat of turkeys, fresh or chilled","2023","2023","7021","Annual value","USD","7650.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02910","Natural honey","2020","2020","7021","Annual value","USD","5834.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02910","Natural honey","2021","2021","7021","Annual value","USD","7507.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02910","Natural honey","2022","2022","7021","Annual value","USD","7245.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02910","Natural honey","2023","2023","7021","Annual value","USD","6627.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0117","Oats","2020","2020","7021","Annual value","USD","164.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0117","Oats","2021","2021","7021","Annual value","USD","258","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0117","Oats","2022","2022","7021","Annual value","USD","244.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0117","Oats","2023","2023","7021","Annual value","USD","262.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","7021","Annual value","USD","305.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","7021","Annual value","USD","421.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","395.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","7021","Annual value","USD","733.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2020","2020","7021","Annual value","USD","1203.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2022","2022","7021","Annual value","USD","2109.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2023","2023","7021","Annual value","USD","2219.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2020","2020","7021","Annual value","USD","810.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2021","2021","7021","Annual value","USD","1086.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2022","2022","7021","Annual value","USD","910.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2023","2023","7021","Annual value","USD","1141.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.01","Pears","2020","2020","7021","Annual value","USD","676.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.01","Pears","2021","2021","7021","Annual value","USD","780.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.01","Pears","2022","2022","7021","Annual value","USD","684.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.01","Pears","2023","2023","7021","Annual value","USD","1149.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2020","2020","7021","Annual value","USD","559.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2021","2021","7021","Annual value","USD","674.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","561","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2023","2023","7021","Annual value","USD","765.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","246.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","300.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","432.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01510","Potatoes","2023","2023","7021","Annual value","USD","632.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.02","Quinces","2020","2020","7021","Annual value","USD","253.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.02","Quinces","2021","2021","7021","Annual value","USD","306","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.02","Quinces","2022","2022","7021","Annual value","USD","926.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01342.02","Quinces","2023","2023","7021","Annual value","USD","248.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2020","2020","7021","Annual value","USD","369.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2020","2020","7021","Annual value","USD","1756.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2021","2021","7021","Annual value","USD","3519.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2022","2022","7021","Annual value","USD","3938.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2023","2023","7021","Annual value","USD","2174.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2020","2020","7021","Annual value","USD","327.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","341.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2022","2022","7021","Annual value","USD","374.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2023","2023","7021","Annual value","USD","543.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2020","2020","7021","Annual value","USD","645.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2021","2021","7021","Annual value","USD","677.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2022","2022","7021","Annual value","USD","660.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02291","Raw milk of sheep","2023","2023","7021","Annual value","USD","701.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0116","Rye","2020","2020","7021","Annual value","USD","250.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0116","Rye","2021","2021","7021","Annual value","USD","202.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0116","Rye","2022","2022","7021","Annual value","USD","323.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0116","Rye","2023","2023","7021","Annual value","USD","238.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","7021","Annual value","USD","297","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","7021","Annual value","USD","308.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","7021","Annual value","USD","274.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2023","2023","7021","Annual value","USD","281.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2020","2020","7021","Annual value","USD","876","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2021","2021","7021","Annual value","USD","1055.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2022","2022","7021","Annual value","USD","542.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01344.01","Sour cherries","2023","2023","7021","Annual value","USD","830.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0141","Soya beans","2020","2020","7021","Annual value","USD","366.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","552.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0141","Soya beans","2022","2022","7021","Annual value","USD","559.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0141","Soya beans","2023","2023","7021","Annual value","USD","395.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01354","Strawberries","2020","2020","7021","Annual value","USD","1926.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01354","Strawberries","2021","2021","7021","Annual value","USD","1913.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01354","Strawberries","2022","2022","7021","Annual value","USD","2038.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01354","Strawberries","2023","2023","7021","Annual value","USD","1551","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2020","2020","7021","Annual value","USD","355.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2021","2021","7021","Annual value","USD","595.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2022","2022","7021","Annual value","USD","634.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2023","2023","7021","Annual value","USD","474.8","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2020","2020","7021","Annual value","USD","718.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2021","2021","7021","Annual value","USD","877.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2022","2022","7021","Annual value","USD","877.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2023","2023","7021","Annual value","USD","1011.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01234","Tomatoes","2020","2020","7021","Annual value","USD","629","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","745.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","879.9","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01234","Tomatoes","2023","2023","7021","Annual value","USD","1174.6","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01191","Triticale","2020","2020","7021","Annual value","USD","163.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01191","Triticale","2021","2021","7021","Annual value","USD","236.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01191","Triticale","2022","2022","7021","Annual value","USD","338.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01191","Triticale","2023","2023","7021","Annual value","USD","184.5","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2020","2020","7021","Annual value","USD","1616.2","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2021","2021","7021","Annual value","USD","1630.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2022","2022","7021","Annual value","USD","1785.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2023","2023","7021","Annual value","USD","2378.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2020","2020","7021","Annual value","USD","3092.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2021","2021","7021","Annual value","USD","3545","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2022","2022","7021","Annual value","USD","3241","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2023","2023","7021","Annual value","USD","4182","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01221","Watermelons","2020","2020","7021","Annual value","USD","210.3","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01221","Watermelons","2021","2021","7021","Annual value","USD","214.7","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01221","Watermelons","2022","2022","7021","Annual value","USD","197.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","01221","Watermelons","2023","2023","7021","Annual value","USD","389.1","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","176.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","230","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","340.4","A","Official figure"
"PP","Producer Prices","070","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","0111","Wheat","2023","2023","7021","Annual value","USD","196.3","A","Official figure"
"PP","Producer Prices","072","Botswana","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2020","2020","7021","Annual value","USD","30.8","A","Official figure"
"PP","Producer Prices","072","Botswana","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2021","2021","7021","Annual value","USD","31.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2020","2020","7021","Annual value","USD","341.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","334.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2022","2022","7021","Annual value","USD","365.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2020","2020","7021","Annual value","USD","344.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2021","2021","7021","Annual value","USD","437.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2022","2022","7021","Annual value","USD","490.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2020","2020","7021","Annual value","USD","252.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2021","2021","7021","Annual value","USD","272.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2022","2022","7021","Annual value","USD","336.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2020","2020","7021","Annual value","USD","230.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","295.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","339.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2020","2020","7021","Annual value","USD","688.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","770.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","843.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2020","2020","7021","Annual value","USD","651.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2021","2021","7021","Annual value","USD","439","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2022","2022","7021","Annual value","USD","434.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2020","2020","7021","Annual value","USD","1134.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2021","2021","7021","Annual value","USD","1196","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2022","2022","7021","Annual value","USD","1451.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2020","2020","7021","Annual value","USD","196","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2021","2021","7021","Annual value","USD","191.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2022","2022","7021","Annual value","USD","242.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2020","2020","7021","Annual value","USD","624.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2021","2021","7021","Annual value","USD","795.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2022","2022","7021","Annual value","USD","775.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2020","2020","7021","Annual value","USD","116.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2021","2021","7021","Annual value","USD","129.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2022","2022","7021","Annual value","USD","167.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01447","Castor oil seeds","2020","2020","7021","Annual value","USD","513.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01447","Castor oil seeds","2021","2021","7021","Annual value","USD","551.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01447","Castor oil seeds","2022","2022","7021","Annual value","USD","586.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01199.90","Cereals n.e.c.","2022","2022","7021","Annual value","USD","123533.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","2321.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","2437.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","2465","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2020","2020","7021","Annual value","USD","134.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01460","Coconuts, in shell","2022","2022","7021","Annual value","USD","169.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01610","Coffee, green","2020","2020","7021","Annual value","USD","1428.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01610","Coffee, green","2021","2021","7021","Annual value","USD","2162.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01610","Coffee, green","2022","2022","7021","Annual value","USD","3162.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01315","Figs","2020","2020","7021","Annual value","USD","1122.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01315","Figs","2022","2022","7021","Annual value","USD","1447.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01330","Grapes","2020","2020","7021","Annual value","USD","490.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01330","Grapes","2021","2021","7021","Annual value","USD","452.4","A","Official figure"
